customer_id,plan,quantity,purchase_date,total_spent
CTL120,Blue sky m,2,2022-06-16,40000
CTL120,Blue go m,2,2022-11-04,10000
CTL121,Blue go l,1,2022-09-20,10000
CTL121,Blue go plus S,1,2022-08-02,15000
CTL121,Blue go l,2,2022-05-01,20000
CTL121,Blue go xl,2,2022-05-08,40000
CTL121,Blue go plus l,1,2022-10-11,40000
CTL121,Blue one l,1,2022-08-29,5000
CTL121,Blue go xl,1,2022-12-04,20000
CTL121,Blue go plus S,1,2022-01-13,15000
CTL121,Blue one m,1,2022-06-11,3000
CTL121,Blue one xl,2,2022-12-11,20000
CTL121,Blue home m,1,2022-07-23,25000
CTL121,Blue home s,1,2022-10-31,15000
CTL121,Blue go plus S,2,2022-10-16,30000
CTL122,Blue go xxl,1,2022-04-20,35000
CTL122,Blue go plus S,1,2022-09-03,15000
CTL122,Blue go m,2,2022-06-02,10000
CTL122,Blue one l,1,2022-04-22,5000
CTL122,Blue go m,1,2022-10-27,5000
CTL122,Blue one xl,2,2022-12-27,20000
CTL122,Blue one s,2,2022-02-24,4000
CTL122,Blue go plus S,1,2022-05-20,15000
CTL122,Blue sky l,2,2022-02-03,70000
CTL123,Blue go plus S,1,2022-03-01,15000
CTL123,Blue one s,2,2022-12-06,4000
CTL123,Blue home m,2,2022-08-15,50000
CTL123,Blue go plus S,1,2022-08-19,15000
CTL123,Blue home l,2,2022-12-21,80000
CTL124,Blue one xl,1,2022-06-10,10000
CTL124,Blue go m,2,2022-06-14,10000
CTL124,Blue one m,1,2022-04-08,3000
CTL124,Blue go s,2,2022-04-18,4000
CTL124,Blue go xl,2,2022-10-27,40000
CTL124,Blue go plus m,1,2022-12-01,25000
CTL124,Blue sky m,2,2022-09-10,40000
CTL124,Blue go m,2,2022-11-19,10000
CTL124,Blue sky l,1,2022-08-23,35000
CTL124,Blue go plus l,2,2022-01-21,80000
CTL124,Blue go m,2,2022-06-01,10000
CTL124,Blue one xl,1,2022-03-29,10000
CTL124,Blue go plus S,1,2022-12-11,15000
CTL124,Blue go xxl,1,2022-03-29,35000
CTL125,Blue one m,2,2022-07-27,6000
CTL125,Blue go l,1,2022-07-13,10000
CTL125,Blue one l,2,2022-11-01,10000
CTL125,Blue go plus l,1,2022-07-31,40000
CTL125,Blue go l,2,2022-05-14,20000
CTL125,Blue go xl,2,2022-12-17,40000
CTL125,Blue go l,2,2022-06-29,20000
CTL126,Blue go xl,1,2022-05-28,20000
CTL126,Blue go s,2,2022-09-28,4000
CTL126,Blue one s,2,2022-03-10,4000
CTL126,Blue go s,1,2022-07-20,2000
CTL126,Blue home m,2,2022-06-16,50000
CTL126,Blue go plus l,2,2022-06-27,80000
CTL126,Blue home l,1,2022-10-31,40000
CTL126,Blue home m,1,2022-04-22,25000
CTL126,Blue go xxl,2,2022-07-31,70000
CTL126,Blue go l,1,2022-09-06,10000
CTL126,Blue one xl,2,2022-12-20,20000
CTL126,Blue go plus m,2,2022-08-26,50000
CTL127,Blue go xxl,1,2022-08-01,35000
CTL127,Blue one m,1,2022-12-10,3000
CTL127,Blue home l,1,2022-10-20,40000
CTL127,Blue sky m,1,2022-07-29,20000
CTL127,Blue sky m,1,2022-03-07,20000
CTL127,Blue sky l,2,2022-03-02,70000
CTL127,Blue go l,2,2022-05-26,20000
CTL127,Blue one m,1,2022-01-14,3000
CTL128,Blue one l,2,2022-02-20,10000
CTL128,Blue go s,2,2022-03-14,4000
CTL128,Blue one m,1,2022-12-30,3000
CTL128,Blue go plus l,1,2022-03-20,40000
CTL128,Blue one l,2,2022-09-19,10000
CTL128,Blue home m,2,2022-01-24,50000
CTL128,Blue sky m,1,2022-05-04,20000
CTL128,Blue go s,1,2022-06-23,2000
CTL128,Blue one m,1,2022-04-28,3000
CTL128,Blue home l,2,2022-02-23,80000
CTL128,Blue go s,1,2022-06-06,2000
CTL128,Blue go s,1,2022-10-26,2000
CTL128,Blue one s,1,2022-11-25,2000
CTL128,Blue go m,1,2022-05-29,5000
CTL128,Blue one l,1,2022-06-27,5000
CTL129,Blue go s,2,2022-05-14,4000
CTL129,Blue go s,1,2022-06-26,2000
CTL129,Blue one xl,2,2022-12-12,20000
CTL129,Blue go plus l,2,2022-03-10,80000
CTL129,Blue one l,1,2022-02-06,5000
CTL129,Blue home m,2,2022-12-06,50000
CTL129,Blue one m,2,2022-11-04,6000
CTL129,Blue go xl,2,2022-02-18,40000
CTL129,Blue one m,2,2022-03-14,6000
CTL129,Blue go s,2,2022-09-04,4000
CTL129,Blue go s,1,2022-03-28,2000
CTL129,Blue go plus l,2,2022-09-09,80000
CTL129,Blue go plus m,1,2022-10-31,25000
CTL129,Blue home m,1,2022-02-17,25000
CTL129,Blue sky l,1,2022-05-10,35000
CTL130,Blue home l,1,2022-10-23,40000
CTL130,Blue go plus l,1,2022-09-28,40000
CTL130,Blue sky l,1,2022-03-13,35000
CTL130,Blue home m,1,2022-06-28,25000
CTL130,Blue home s,1,2022-10-24,15000
CTL130,Blue one l,2,2022-09-13,10000
CTL130,Blue go xl,2,2022-10-22,40000
CTL130,Blue go xxl,1,2022-01-05,35000
CTL130,Blue go plus m,2,2022-10-30,50000
CTL130,Blue go l,1,2022-11-28,10000
CTL130,Blue go xl,2,2022-04-16,40000
CTL130,Blue one xl,1,2022-09-08,10000
CTL130,Blue home l,1,2022-04-22,40000
CTL131,Blue go s,1,2022-05-19,2000
CTL131,Blue sky m,1,2022-08-18,20000
CTL131,Blue home s,1,2022-02-18,15000
CTL131,Blue go plus m,1,2022-02-23,25000
CTL131,Blue sky m,2,2022-06-23,40000
CTL131,Blue home m,1,2022-11-11,25000
CTL131,Blue go plus S,1,2022-05-29,15000
CTL131,Blue one l,2,2022-09-03,10000
CTL132,Blue go plus S,1,2022-10-02,15000
CTL132,Blue sky l,2,2022-07-08,70000
CTL132,Blue sky m,2,2022-02-20,40000
CTL132,Blue go plus S,2,2022-08-24,30000
CTL132,Blue home l,1,2022-09-17,40000
CTL132,Blue go l,2,2022-01-04,20000
CTL132,Blue home s,2,2022-07-21,30000
CTL132,Blue sky l,1,2022-08-13,35000
CTL132,Blue go l,2,2022-04-21,20000
CTL132,Blue home l,1,2022-03-25,40000
CTL132,Blue one l,1,2022-05-31,5000
CTL132,Blue go plus l,2,2022-06-09,80000
CTL132,Blue go xxl,2,2022-03-20,70000
CTL132,Blue go plus l,2,2022-11-06,80000
CTL132,Blue go plus S,1,2022-11-12,15000
CTL133,Blue sky l,2,2022-03-07,70000
CTL133,Blue one s,1,2022-06-04,2000
CTL133,Blue home s,1,2022-01-16,15000
CTL133,Blue go plus S,1,2022-07-05,15000
CTL133,Blue go m,2,2022-05-29,10000
CTL133,Blue one m,2,2022-06-02,6000
CTL133,Blue go xxl,1,2022-02-25,35000
CTL133,Blue go xxl,1,2022-09-26,35000
CTL134,Blue go plus m,1,2022-02-26,25000
CTL134,Blue go plus m,2,2022-12-19,50000
CTL134,Blue one m,2,2022-07-02,6000
CTL134,Blue home m,2,2022-11-04,50000
CTL134,Blue go plus l,2,2022-04-11,80000
CTL135,Blue go plus m,2,2022-12-27,50000
CTL135,Blue go m,1,2022-01-25,5000
CTL135,Blue home s,2,2022-07-26,30000
CTL135,Blue go plus S,2,2022-10-21,30000
CTL135,Blue go plus m,2,2022-10-07,50000
CTL135,Blue sky m,1,2022-09-24,20000
CTL135,Blue one l,1,2022-01-18,5000
CTL135,Blue one s,2,2022-12-09,4000
CTL135,Blue home s,2,2022-07-13,30000
CTL135,Blue go s,2,2022-10-13,4000
CTL135,Blue one m,2,2022-05-15,6000
CTL135,Blue go xl,2,2022-01-24,40000
CTL135,Blue sky m,2,2022-11-06,40000
CTL136,Blue home l,1,2022-12-10,40000
CTL136,Blue sky l,1,2022-04-09,35000
CTL136,Blue go l,1,2022-04-01,10000
CTL136,Blue go plus m,1,2022-09-11,25000
CTL136,Blue one m,1,2022-02-09,3000
CTL136,Blue one m,2,2022-02-21,6000
CTL136,Blue home m,1,2022-05-30,25000
CTL136,Blue one xl,2,2022-08-12,20000
CTL136,Blue go l,1,2022-07-15,10000
CTL136,Blue go m,2,2022-07-15,10000
CTL136,Blue go plus S,1,2022-11-08,15000
CTL136,Blue home l,1,2022-06-18,40000
CTL136,Blue one l,1,2022-10-04,5000
CTL136,Blue one l,1,2022-07-18,5000
CTL136,Blue go xl,1,2022-11-04,20000
CTL137,Blue go xxl,1,2022-04-22,35000
CTL137,Blue sky l,2,2022-08-18,70000
CTL137,Blue sky m,1,2022-06-02,20000
CTL137,Blue one xl,2,2022-03-18,20000
CTL137,Blue go xl,2,2022-08-21,40000
CTL138,Blue home m,2,2022-10-07,50000
CTL138,Blue home m,1,2022-12-04,25000
CTL138,Blue sky l,1,2022-07-05,35000
CTL138,Blue go xl,1,2022-12-15,20000
CTL138,Blue one xl,1,2022-12-13,10000
CTL138,Blue go plus S,2,2022-01-14,30000
CTL138,Blue home l,2,2022-10-31,80000
CTL138,Blue go xl,2,2022-12-20,40000
CTL138,Blue go xxl,2,2022-10-27,70000
CTL138,Blue sky l,2,2022-09-29,70000
CTL138,Blue home m,1,2022-08-18,25000
CTL138,Blue go plus S,2,2022-06-21,30000
CTL138,Blue go s,2,2022-09-07,4000
CTL139,Blue go plus l,1,2022-09-23,40000
CTL139,Blue sky m,1,2022-12-04,20000
CTL139,Blue sky l,1,2022-03-17,35000
CTL139,Blue home m,2,2022-12-01,50000
CTL139,Blue one xl,2,2022-02-21,20000
CTL139,Blue sky l,1,2022-08-29,35000
CTL139,Blue home m,1,2022-10-17,25000
CTL139,Blue home s,1,2022-02-21,15000
CTL139,Blue one m,2,2022-01-16,6000
CTL140,Blue home l,1,2022-10-09,40000
CTL140,Blue one l,2,2022-05-12,10000
CTL140,Blue go plus S,2,2022-06-23,30000
CTL140,Blue home s,2,2022-04-03,30000
CTL140,Blue go plus l,1,2022-06-27,40000
CTL140,Blue one xl,1,2022-07-04,10000
CTL141,Blue home l,1,2022-06-29,40000
CTL141,Blue home s,1,2022-07-21,15000
CTL141,Blue go l,2,2022-01-11,20000
CTL141,Blue one m,2,2022-05-30,6000
CTL141,Blue go plus S,1,2022-02-12,15000
CTL141,Blue go s,1,2022-03-14,2000
CTL142,Blue sky l,2,2022-06-09,70000
CTL142,Blue go plus S,2,2022-11-26,30000
CTL142,Blue go xl,1,2022-03-22,20000
CTL142,Blue one xl,2,2022-11-30,20000
CTL142,Blue one xl,1,2022-08-13,10000
CTL142,Blue one s,1,2022-04-20,2000
CTL143,Blue go s,1,2022-07-06,2000
CTL143,Blue go plus l,1,2022-02-06,40000
CTL143,Blue one l,2,2022-07-17,10000
CTL143,Blue go plus m,2,2022-01-13,50000
CTL143,Blue go xl,2,2022-04-18,40000
CTL143,Blue go s,1,2022-11-12,2000
CTL144,Blue sky m,2,2022-11-30,40000
CTL144,Blue sky m,1,2022-07-08,20000
CTL144,Blue sky l,1,2022-08-17,35000
CTL144,Blue go xl,1,2022-11-03,20000
CTL144,Blue sky l,2,2022-02-01,70000
CTL145,Blue go m,2,2022-12-04,10000
CTL145,Blue go s,2,2022-12-13,4000
CTL145,Blue go xl,2,2022-05-20,40000
CTL145,Blue go plus S,2,2022-12-27,30000
CTL145,Blue home s,2,2022-03-19,30000
CTL145,Blue go xxl,2,2022-11-21,70000
CTL146,Blue go xl,2,2022-06-02,40000
CTL146,Blue go xl,2,2022-03-21,40000
CTL146,Blue one xl,2,2022-12-18,20000
CTL146,Blue home s,1,2022-10-24,15000
CTL146,Blue home s,2,2022-03-01,30000
CTL146,Blue sky l,1,2022-12-22,35000
CTL146,Blue one xl,1,2022-08-01,10000
CTL146,Blue go m,1,2022-06-21,5000
CTL146,Blue home s,1,2022-04-15,15000
CTL146,Blue go l,2,2022-10-16,20000
CTL146,Blue home s,1,2022-10-19,15000
CTL146,Blue go plus m,1,2022-06-20,25000
CTL147,Blue go plus S,2,2022-05-12,30000
CTL147,Blue home s,2,2022-11-11,30000
CTL147,Blue home m,1,2022-05-11,25000
CTL147,Blue go xl,1,2022-04-13,20000
CTL147,Blue one s,1,2022-04-04,2000
CTL147,Blue go xl,2,2022-12-18,40000
CTL147,Blue home m,1,2022-02-19,25000
CTL147,Blue one xl,2,2022-04-17,20000
CTL147,Blue go plus l,1,2022-02-01,40000
CTL147,Blue go l,1,2022-01-17,10000
CTL147,Blue go xl,2,2022-06-26,40000
CTL147,Blue sky l,2,2022-01-25,70000
CTL147,Blue go xl,1,2022-05-21,20000
CTL148,Blue one m,1,2022-07-06,3000
CTL148,Blue sky m,1,2022-09-25,20000
CTL148,Blue one xl,1,2022-03-22,10000
CTL148,Blue go xxl,2,2022-04-11,70000
CTL148,Blue one xl,2,2022-11-17,20000
CTL148,Blue go plus l,2,2022-06-09,80000
CTL148,Blue go s,2,2022-10-03,4000
CTL148,Blue go plus l,2,2022-10-14,80000
CTL148,Blue go plus l,1,2022-09-10,40000
CTL148,Blue one l,2,2022-05-09,10000
CTL148,Blue go xxl,1,2022-10-05,35000
CTL148,Blue go plus m,1,2022-07-27,25000
CTL148,Blue go xxl,1,2022-02-03,35000
CTL148,Blue go plus l,2,2022-10-28,80000
CTL148,Blue go plus l,2,2022-08-25,80000
CTL149,Blue home m,2,2022-03-18,50000
CTL149,Blue go m,2,2022-05-22,10000
CTL149,Blue go xxl,1,2022-08-30,35000
CTL149,Blue home s,2,2022-04-20,30000
CTL149,Blue home l,1,2022-06-27,40000
CTL149,Blue go l,1,2022-05-09,10000
CTL149,Blue go plus l,1,2022-02-03,40000
CTL149,Blue home l,2,2022-08-17,80000
CTL149,Blue one l,2,2022-05-17,10000
CTL149,Blue go m,1,2022-05-12,5000
CTL149,Blue go xl,1,2022-11-01,20000
CTL149,Blue go xl,1,2022-12-08,20000
CTL149,Blue one l,2,2022-05-15,10000
CTL150,Blue go plus S,2,2022-07-13,30000
CTL150,Blue go s,2,2022-10-24,4000
CTL150,Blue one l,1,2022-10-31,5000
CTL150,Blue one m,2,2022-07-13,6000
CTL150,Blue home s,1,2022-11-15,15000
CTL150,Blue one xl,2,2022-10-24,20000
CTL150,Blue home m,2,2022-01-15,50000
CTL150,Blue go plus S,1,2022-07-07,15000
CTL150,Blue one l,1,2022-03-29,5000
CTL151,Blue one xl,2,2022-02-16,20000
CTL151,Blue one s,1,2022-08-07,2000
CTL151,Blue go plus l,1,2022-12-07,40000
CTL151,Blue one l,1,2022-03-22,5000
CTL151,Blue go l,2,2022-03-24,20000
CTL151,Blue one s,2,2022-01-22,4000
CTL151,Blue home m,2,2022-07-31,50000
CTL151,Blue go m,2,2022-08-24,10000
CTL151,Blue sky m,1,2022-01-08,20000
CTL151,Blue one l,1,2022-11-04,5000
CTL151,Blue go xxl,1,2022-11-23,35000
CTL151,Blue go m,1,2022-12-28,5000
CTL151,Blue go xl,1,2022-04-10,20000
CTL151,Blue sky l,2,2022-07-23,70000
CTL152,Blue home m,2,2022-01-09,50000
CTL152,Blue go s,1,2022-04-09,2000
CTL152,Blue go m,2,2022-10-10,10000
CTL152,Blue go l,1,2022-02-11,10000
CTL152,Blue home s,1,2022-12-28,15000
CTL152,Blue go s,2,2022-04-18,4000
CTL152,Blue go xxl,1,2022-09-23,35000
CTL152,Blue home s,2,2022-04-08,30000
CTL152,Blue go plus m,2,2022-07-01,50000
CTL152,Blue go plus S,2,2022-02-22,30000
CTL152,Blue go plus S,2,2022-04-05,30000
CTL153,Blue go m,1,2022-10-11,5000
CTL153,Blue home m,1,2022-03-30,25000
CTL153,Blue go l,2,2022-08-25,20000
CTL153,Blue home s,1,2022-04-21,15000
CTL153,Blue go plus l,1,2022-08-16,40000
CTL153,Blue go xl,1,2022-02-08,20000
CTL153,Blue home l,1,2022-11-13,40000
CTL153,Blue home l,2,2022-04-26,80000
CTL154,Blue go plus m,2,2022-11-03,50000
CTL154,Blue go plus l,1,2022-12-23,40000
CTL154,Blue go xl,2,2022-09-10,40000
CTL154,Blue go plus S,1,2022-06-29,15000
CTL154,Blue one l,2,2022-12-14,10000
CTL154,Blue home s,1,2022-05-28,15000
CTL154,Blue go plus m,1,2022-11-20,25000
CTL154,Blue go s,1,2022-10-28,2000
CTL154,Blue go s,1,2022-03-09,2000
CTL154,Blue sky l,1,2022-10-21,35000
CTL154,Blue sky l,2,2022-12-01,70000
CTL155,Blue home s,1,2022-04-04,15000
CTL155,Blue home s,1,2022-02-24,15000
CTL155,Blue go xl,1,2022-08-15,20000
CTL155,Blue go plus S,1,2022-06-05,15000
CTL155,Blue go xxl,2,2022-03-14,70000
CTL155,Blue home s,1,2022-02-27,15000
CTL155,Blue one l,2,2022-06-19,10000
CTL155,Blue sky m,1,2022-05-23,20000
CTL155,Blue go xl,2,2022-09-14,40000
CTL155,Blue one s,2,2022-11-22,4000
CTL155,Blue go m,2,2022-04-21,10000
CTL155,Blue go plus S,1,2022-10-19,15000
CTL155,Blue go plus l,2,2022-07-07,80000
CTL155,Blue go m,1,2022-09-07,5000
CTL156,Blue go plus m,2,2022-12-21,50000
CTL156,Blue one xl,1,2022-05-13,10000
CTL156,Blue home m,2,2022-04-21,50000
CTL156,Blue one s,2,2022-04-05,4000
CTL156,Blue one s,1,2022-10-15,2000
CTL156,Blue go plus S,2,2022-09-25,30000
CTL156,Blue one s,2,2022-02-12,4000
CTL156,Blue home m,2,2022-02-14,50000
CTL156,Blue one xl,2,2022-06-25,20000
CTL156,Blue go xl,1,2022-08-10,20000
CTL156,Blue sky l,1,2022-09-28,35000
CTL157,Blue sky l,1,2022-05-22,35000
CTL157,Blue home s,1,2022-11-30,15000
CTL157,Blue go m,1,2022-07-13,5000
CTL157,Blue go plus l,1,2022-12-11,40000
CTL157,Blue go plus S,2,2022-09-19,30000
CTL157,Blue go plus S,2,2022-08-11,30000
CTL158,Blue one s,1,2022-06-16,2000
CTL158,Blue go plus l,1,2022-06-08,40000
CTL158,Blue go l,1,2022-01-19,10000
CTL158,Blue home l,2,2022-01-02,80000
CTL158,Blue go m,2,2022-07-02,10000
CTL158,Blue sky m,2,2022-07-18,40000
CTL158,Blue home m,1,2022-03-11,25000
CTL158,Blue sky m,1,2022-01-24,20000
CTL158,Blue go m,2,2022-06-25,10000
CTL158,Blue go xl,2,2022-06-15,40000
CTL158,Blue sky l,1,2022-06-24,35000
CTL158,Blue one xl,1,2022-08-16,10000
CTL158,Blue one l,1,2022-06-23,5000
CTL159,Blue one m,2,2022-03-19,6000
CTL159,Blue home m,1,2022-11-19,25000
CTL159,Blue one s,2,2022-05-15,4000
CTL159,Blue home s,2,2022-05-04,30000
CTL159,Blue one l,1,2022-06-24,5000
CTL159,Blue one m,2,2022-01-31,6000
CTL159,Blue one xl,2,2022-04-23,20000
CTL159,Blue sky m,2,2022-09-01,40000
CTL159,Blue go plus S,2,2022-11-16,30000
CTL159,Blue one l,2,2022-08-28,10000
CTL160,Blue home l,2,2022-09-07,80000
CTL160,Blue go plus S,2,2022-04-23,30000
CTL160,Blue go l,2,2022-03-15,20000
CTL160,Blue sky l,1,2022-01-06,35000
CTL160,Blue go l,2,2022-04-05,20000
CTL160,Blue go s,2,2022-05-23,4000
CTL160,Blue home l,2,2022-10-27,80000
CTL160,Blue one l,1,2022-03-05,5000
CTL160,Blue go s,2,2022-05-16,4000
CTL160,Blue go xxl,1,2022-03-20,35000
CTL160,Blue sky l,1,2022-07-28,35000
CTL160,Blue go plus S,1,2022-04-29,15000
CTL160,Blue home m,1,2022-03-28,25000
CTL160,Blue one l,2,2022-09-13,10000
CTL161,Blue sky l,1,2022-02-04,35000
CTL161,Blue home m,1,2022-05-04,25000
CTL161,Blue home m,2,2022-01-22,50000
CTL161,Blue go xxl,2,2022-09-28,70000
CTL161,Blue go s,1,2022-05-07,2000
CTL161,Blue one s,1,2022-06-30,2000
CTL161,Blue go plus S,1,2022-08-06,15000
CTL161,Blue sky m,1,2022-12-25,20000
CTL161,Blue one xl,2,2022-06-25,20000
CTL161,Blue go s,1,2022-08-03,2000
CTL161,Blue sky l,1,2022-11-10,35000
CTL161,Blue go s,1,2022-08-08,2000
CTL161,Blue go xl,2,2022-03-27,40000
CTL161,Blue go plus m,1,2022-01-15,25000
CTL161,Blue go xxl,2,2022-05-31,70000
CTL162,Blue sky m,1,2022-07-16,20000
CTL162,Blue go m,2,2022-07-22,10000
CTL162,Blue go plus S,1,2022-11-13,15000
CTL162,Blue go plus S,1,2022-05-19,15000
CTL162,Blue home s,1,2022-03-26,15000
CTL162,Blue one xl,1,2022-01-16,10000
CTL162,Blue one m,1,2022-02-16,3000
CTL163,Blue home s,1,2022-11-11,15000
CTL163,Blue go plus S,1,2022-06-19,15000
CTL163,Blue one s,1,2022-03-11,2000
CTL163,Blue go s,1,2022-05-17,2000
CTL163,Blue go plus l,1,2022-12-04,40000
CTL163,Blue one s,1,2022-02-23,2000
CTL163,Blue go plus l,2,2022-05-21,80000
CTL163,Blue one m,2,2022-07-27,6000
CTL163,Blue one s,2,2022-05-11,4000
CTL163,Blue one xl,2,2022-04-28,20000
CTL163,Blue go xxl,2,2022-11-20,70000
CTL163,Blue go plus m,1,2022-08-17,25000
CTL163,Blue home s,2,2022-06-23,30000
CTL163,Blue home m,2,2022-08-11,50000
CTL164,Blue home m,2,2022-04-18,50000
CTL164,Blue go s,1,2022-12-04,2000
CTL164,Blue sky l,1,2022-11-12,35000
CTL164,Blue go plus S,1,2022-10-17,15000
CTL164,Blue one s,1,2022-02-18,2000
CTL164,Blue sky l,1,2022-12-06,35000
CTL164,Blue go xl,1,2022-12-14,20000
CTL164,Blue go plus S,1,2022-08-16,15000
CTL165,Blue one l,2,2022-11-26,10000
CTL165,Blue home m,1,2022-01-25,25000
CTL165,Blue go l,1,2022-01-01,10000
CTL165,Blue home l,1,2022-11-02,40000
CTL165,Blue go xxl,2,2022-03-30,70000
CTL165,Blue sky l,2,2022-12-06,70000
CTL165,Blue one s,2,2022-07-06,4000
CTL165,Blue go s,1,2022-11-04,2000
CTL165,Blue sky m,2,2022-07-14,40000
CTL165,Blue home m,2,2022-10-18,50000
CTL166,Blue go plus m,2,2022-08-23,50000
CTL166,Blue go plus S,1,2022-09-04,15000
CTL166,Blue one l,1,2022-03-16,5000
CTL166,Blue one l,2,2022-07-23,10000
CTL166,Blue home m,1,2022-04-15,25000
CTL166,Blue go m,1,2022-12-30,5000
CTL166,Blue go plus S,2,2022-11-16,30000
CTL166,Blue one l,1,2022-12-28,5000
CTL166,Blue sky m,1,2022-05-19,20000
CTL166,Blue go plus S,1,2022-08-15,15000
CTL166,Blue go l,2,2022-11-23,20000
CTL166,Blue home l,2,2022-08-22,80000
CTL166,Blue go m,2,2022-01-25,10000
CTL167,Blue one xl,2,2022-08-13,20000
CTL167,Blue go m,1,2022-02-02,5000
CTL167,Blue one s,2,2022-12-03,4000
CTL167,Blue sky m,2,2022-09-30,40000
CTL167,Blue go m,2,2022-08-20,10000
CTL167,Blue one m,1,2022-01-19,3000
CTL167,Blue one s,2,2022-10-24,4000
CTL167,Blue go s,1,2022-03-04,2000
CTL167,Blue sky m,2,2022-02-26,40000
CTL167,Blue one l,2,2022-09-12,10000
CTL167,Blue go xxl,1,2022-06-16,35000
CTL167,Blue sky l,1,2022-06-21,35000
CTL167,Blue one m,2,2022-03-03,6000
CTL167,Blue go s,1,2022-12-12,2000
CTL167,Blue one s,2,2022-08-16,4000
CTL168,Blue one l,1,2022-05-13,5000
CTL168,Blue go plus m,1,2022-03-19,25000
CTL168,Blue one xl,2,2022-05-16,20000
CTL168,Blue one m,2,2022-12-02,6000
CTL168,Blue go xl,2,2022-10-31,40000
CTL169,Blue go m,2,2022-11-19,10000
CTL169,Blue go plus l,2,2022-03-08,80000
CTL169,Blue one l,1,2022-11-27,5000
CTL169,Blue go xl,1,2022-04-26,20000
CTL169,Blue one s,2,2022-10-26,4000
CTL169,Blue home m,1,2022-04-05,25000
CTL169,Blue home l,2,2022-08-15,80000
CTL169,Blue go m,1,2022-01-06,5000
CTL169,Blue one xl,2,2022-06-14,20000
CTL169,Blue one l,1,2022-06-15,5000
CTL169,Blue one xl,2,2022-10-13,20000
CTL169,Blue go xxl,2,2022-02-25,70000
CTL169,Blue home s,2,2022-10-08,30000
CTL170,Blue one l,2,2022-03-22,10000
CTL170,Blue one s,1,2022-06-13,2000
CTL170,Blue one l,2,2022-05-22,10000
CTL170,Blue go plus m,2,2022-09-12,50000
CTL170,Blue home s,2,2022-10-18,30000
CTL170,Blue go plus S,2,2022-04-16,30000
CTL170,Blue one s,1,2022-03-15,2000
CTL170,Blue go xxl,1,2022-09-08,35000
CTL170,Blue go xxl,1,2022-03-15,35000
CTL170,Blue home l,1,2022-08-21,40000
CTL170,Blue home m,2,2022-12-22,50000
CTL170,Blue one l,1,2022-10-21,5000
CTL170,Blue go xl,1,2022-03-08,20000
CTL170,Blue one l,2,2022-03-21,10000
CTL171,Blue sky m,1,2022-11-03,20000
CTL171,Blue go s,2,2022-10-23,4000
CTL171,Blue sky l,2,2022-03-26,70000
CTL171,Blue go s,1,2022-11-24,2000
CTL171,Blue go plus S,2,2022-12-11,30000
CTL171,Blue go xl,2,2022-08-20,40000
CTL171,Blue go plus l,2,2022-05-21,80000
CTL171,Blue go xl,1,2022-06-20,20000
CTL171,Blue home s,2,2022-05-20,30000
CTL171,Blue go plus S,1,2022-11-29,15000
CTL171,Blue one l,2,2022-02-11,10000
CTL171,Blue one s,2,2022-08-31,4000
CTL171,Blue go xl,1,2022-10-13,20000
CTL172,Blue one l,1,2022-05-09,5000
CTL172,Blue go l,2,2022-05-20,20000
CTL172,Blue sky m,1,2022-03-31,20000
CTL172,Blue go plus S,1,2022-10-22,15000
CTL172,Blue go plus S,1,2022-06-14,15000
CTL172,Blue one l,1,2022-04-21,5000
CTL173,Blue go plus m,1,2022-11-12,25000
CTL173,Blue go s,2,2022-05-13,4000
CTL173,Blue one l,1,2022-02-17,5000
CTL173,Blue home l,2,2022-09-12,80000
CTL173,Blue home l,2,2022-07-12,80000
CTL173,Blue one xl,2,2022-10-06,20000
CTL173,Blue one l,2,2022-11-28,10000
CTL173,Blue go s,2,2022-05-23,4000
CTL173,Blue sky m,1,2022-04-08,20000
CTL173,Blue home s,1,2022-04-11,15000
CTL173,Blue go xxl,2,2022-04-03,70000
CTL173,Blue home s,2,2022-03-04,30000
CTL173,Blue go plus S,2,2022-07-11,30000
CTL173,Blue one s,1,2022-12-21,2000
CTL173,Blue home m,2,2022-05-22,50000
CTL174,Blue go plus m,1,2022-09-02,25000
CTL174,Blue one s,2,2022-03-02,4000
CTL174,Blue sky m,1,2022-07-05,20000
CTL174,Blue sky m,2,2022-07-19,40000
CTL174,Blue home l,2,2022-08-21,80000
CTL174,Blue one xl,2,2022-01-30,20000
CTL174,Blue go xxl,2,2022-12-23,70000
CTL174,Blue sky m,2,2022-12-20,40000
CTL174,Blue go plus m,2,2022-06-12,50000
CTL175,Blue one s,1,2022-11-10,2000
CTL175,Blue home l,2,2022-12-04,80000
CTL175,Blue go xxl,2,2022-04-16,70000
CTL175,Blue home l,1,2022-03-30,40000
CTL175,Blue sky m,1,2022-12-03,20000
CTL175,Blue go xl,1,2022-10-15,20000
CTL175,Blue one m,1,2022-09-15,3000
CTL175,Blue one m,2,2022-08-14,6000
CTL175,Blue go s,2,2022-11-08,4000
CTL175,Blue sky m,2,2022-12-25,40000
CTL175,Blue go plus l,1,2022-06-12,40000
CTL176,Blue go plus l,2,2022-06-25,80000
CTL176,Blue go plus S,1,2022-11-19,15000
CTL176,Blue home m,2,2022-02-17,50000
CTL176,Blue go plus l,2,2022-05-03,80000
CTL176,Blue go m,2,2022-08-26,10000
CTL176,Blue go plus S,2,2022-03-16,30000
CTL176,Blue go xl,2,2022-07-28,40000
CTL176,Blue go plus l,1,2022-03-10,40000
